"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.052546,0.37294,0.92636,59.263,-35.905,-7.5209
-0.08077,0.62856,0.77356,58.366,-35.986,-7.5351
-0.017641,0.73705,0.67561,57.373,-36.077,-7.5666
-0.41639,-0.69131,0.59052,46.968,-35.04,-7.6333
-0.34702,-0.57962,0.73731,46.011,-35.033,-8.1411
-0.31025,-0.49549,0.81131,44.968,-34.923,-8.4794
-0.16743,-0.43971,0.88239,44.072,-34.929,-8.7792
-0.059314,-0.41603,0.90741,42.927,-35.381,-9.1003
-0.052011,-0.49124,0.86947,43.151,-34.866,-8.8281
-0.0085725,-0.45765,0.88909,42.53,-35.182,-9.0241
0.36002,-0.4592,0.81211,39.884,-35.788,-8.8139
0.70323,-0.68384,-0.1945,60.507,-36.196,-9.3576
0.7553,-0.64311,0.12623,61.043,-35.64,-9.0294
0.078086,-0.46914,0.87966,41.766,-35.249,-9.0398
0.23605,-0.47335,0.84866,40.724,-35.428,-8.9472
0.60423,-0.73104,-0.31699,60.378,-36.103,-9.8513
0.59794,-0.78118,-0.17953,60.9,-35.718,-9.865
0.54619,-0.75115,-0.37074,60.238,-35.993,-10.34
0.59937,-0.66977,-0.43836,59.737,-36.259,-10.554
0.48225,-0.72496,-0.49181,59.791,-35.869,-11.085
0.60403,-0.56499,-0.56208,58.998,-35.989,-11.62
0.62572,-0.49423,-0.60349,58.448,-35.652,-12.565
0.82498,-0.15652,-0.54305,57.811,-35.987,-13.06
0.8946,-0.052957,-0.44371,57.48,-35.805,-13.764
0.86108,0.34281,-0.37552,57.012,-35.845,-14.771
0.79482,0.59044,-0.14014,56.998,-36.133,-15.429
0.58994,0.76467,0.25932,57.531,-36.372,-16.75
0.75049,0.65631,0.077607,57.043,-36.206,-15.943
0.82937,0.52472,0.19185,56.885,-35.887,-16.438
0.96843,0.24447,-0.048757,56.723,-35.571,-15.668
0.96648,0.21069,0.14674,56.701,-35.332,-16.608
0.64703,0.65006,0.39847,57.661,-35.993,-17.883
0.78316,0.51851,0.34322,57.047,-35.699,-17.165
0.85846,0.28299,0.42775,57.175,-35.141,-17.985
0.57145,0.69635,0.43421,58.438,-36.054,-18.772
0.68135,0.57011,0.45907,57.799,-35.584,-18.61
0.77446,0.43418,0.46012,57.714,-35.117,-19.013
-0.10656,-0.28161,-0.9536,48.379,-36.245,-17.703
0.70371,0.63976,0.30903,59.044,-36.055,-19.607
0.61847,0.64783,0.44476,58.568,-35.73,-19.388
0.6359,0.61509,0.46614,58.188,-35.504,-19.212
0.71531,0.62726,0.30803,58.46,-35.372,-19.788
-0.26532,-0.41196,-0.87172,52.109,-36.021,-18.8
-0.25951,-0.41217,-0.87337,51.52,-35.922,-18.665
-0.27495,-0.39449,-0.8768,50.932,-35.861,-18.526
-0.28684,-0.37059,-0.88339,50.044,-35.745,-18.293
-0.27329,-0.52812,-0.804,51.486,-35.311,-19.054
-0.22748,-0.41038,-0.88309,49.05,-35.322,-18.183
-0.03798,-0.3512,-0.93553,47.789,-35.407,-17.917
0.23674,-0.27029,-0.93322,46.644,-35.533,-17.981
0.5745,-0.11569,-0.81029,45.758,-35.684,-18.33
0.85381,0.026435,-0.51992,45.232,-35.595,-18.874
0.93686,0.15134,-0.31526,44.97,-35.319,-19.469
0.64795,0.76168,0.0012446,58.886,-35.619,-20.005
0.79612,0.56338,-0.2209,59.079,-35.848,-20.101
-0.40184,-0.47061,-0.78552,56.043,-36.154,-20.384
-0.30009,-0.52829,-0.79426,54.516,-35.618,-19.895
-0.35408,-0.52045,-0.77702,55.112,-35.57,-20.172
-0.37246,-0.38134,-0.84608,55.817,-35.344,-20.682
-0.31548,-0.5075,-0.80182,53.573,-35.364,-19.717
-0.2673,-0.51118,-0.81685,52.552,-35.374,-19.331
0.93006,0.36709,0.015298,44.882,-35.325,-20.345
0.62037,0.49352,-0.60958,58.539,-35.555,-20.311
0.4807,-0.050818,-0.87541,57.651,-35.316,-20.862
-0.075692,-0.42149,-0.90367,56.868,-35.533,-20.961
0.77349,0.52054,0.36159,45.218,-35.469,-21.448
0.59337,0.51698,0.61696,46.534,-36.321,-22.253
0.65801,0.569,0.49321,45.725,-35.693,-21.964
0.58686,0.56312,0.5818,46.189,-35.583,-22.606
0.52284,0.59593,0.60951,47.793,-36.373,-23.33
0.55767,0.57706,0.59666,46.893,-35.785,-23.073
0.54647,0.5803,0.60384,47.484,-35.718,-23.686
0.46001,0.67206,0.58028,49.5,-36.475,-24.654
0.49664,0.63551,0.59117,48.911,-36.43,-24.242
0.5314,0.60587,0.59206,48.149,-36.005,-24.008
0.53158,0.58359,0.61388,48.595,-35.849,-24.549
-0.54973,0.034936,-0.83461,30.294,-35.548,-23.269
-0.79502,-0.03026,-0.60583,30.991,-35.553,-23.842
-0.90785,-0.026668,-0.41844,31.26,-35.935,-24.307
-0.29781,0.12776,-0.94604,29.151,-35.413,-22.736
-0.099068,0.20564,-0.9736,27.909,-35.662,-22.552
-0.0068939,0.28619,-0.95815,26.8,-35.739,-22.538
0.053654,0.3705,-0.92728,25.698,-35.681,-22.54
0.14584,0.32945,-0.93284,24.011,-36.338,-22.984
0.18328,0.31075,-0.93265,24.644,-35.509,-22.58
0.25509,0.20992,-0.94385,23.05,-36.118,-23.082
0.35734,0.67632,0.64413,50.599,-36.55,-25.325
0.41399,0.67522,0.61049,50.014,-36.479,-25.09
0.4971,0.61698,0.6101,49.258,-36.09,-24.903
0.46783,0.61086,0.63873,49.738,-35.877,-25.45
-0.99059,-0.08984,-0.10323,31.448,-35.892,-25.017
0.38977,0.73323,0.55717,52.003,-36.642,-26.05
0.40801,0.72701,0.55226,51.434,-36.375,-25.957
0.3788,0.709,0.59483,50.969,-36.218,-25.87
0.42078,0.7581,0.49823,51.765,-36.277,-26.381
-0.18585,-0.82167,-0.53881,40.28,-36.196,-26.237
0.10569,-0.8031,-0.58639,39.354,-36.215,-26.094
-0.96855,-0.096417,0.22939,31.402,-35.873,-25.864
0.36954,0.84546,0.38553,53.521,-36.611,-27.378
0.36696,0.8216,0.43625,53.068,-36.632,-26.887
0.42792,0.78688,0.44463,52.334,-36.437,-26.62
0.41096,0.8198,0.39879,52.635,-36.293,-27.19
-0.4721,-0.83078,-0.29482,41.421,-36.192,-27.184
-0.34086,-0.84549,-0.41104,40.693,-35.866,-27.15
-0.08687,-0.86432,-0.49538,39.752,-35.759,-26.798
0.33598,-0.78136,-0.52592,38.799,-35.941,-26.694
-0.81006,-0.080877,0.58074,31.02,-35.815,-26.679
-0.62804,-0.052943,0.77638,30.34,-35.813,-27.322
0.55862,-0.40074,-0.72619,18.831,-35.724,-26.402
0.32998,0.89618,0.2966,54.867,-36.763,-28.36
0.36645,0.87799,0.30797,54.058,-36.477,-28.196
0.38265,0.85023,0.36152,53.118,-36.389,-27.516
0.38483,0.85431,0.34938,53.238,-36.241,-27.952
-0.60405,-0.77512,-0.18526,41.587,-36.096,-27.954
-0.4889,-0.81662,-0.30676,41.158,-35.885,-27.579
-0.24082,-0.88028,-0.4088,40.156,-35.488,-27.511
-0.34412,-0.85734,-0.38281,40.572,-35.607,-27.569
-0.45715,-0.83329,-0.31086,40.858,-35.532,-28.045
0.061447,-0.87443,-0.48124,39.242,-35.416,-27.403
0.46444,-0.73031,-0.50094,38.424,-35.691,-27.396
0.71089,-0.52456,-0.46848,37.775,-35.779,-28.099
-0.55697,0.0013681,0.83053,29.539,-35.858,-27.853
-0.52605,0.11061,0.84323,28.735,-36.008,-28.388
-0.38262,0.22251,0.89671,27.792,-36.21,-28.886
0.34657,0.92381,0.16267,55.278,-36.691,-29.2
0.36653,0.90529,0.21472,54.459,-36.469,-28.895
0.43135,0.87176,0.23231,53.629,-36.037,-29.122
-0.69456,-0.70574,-0.13973,41.912,-36.218,-28.869
-0.64561,-0.73613,-0.20325,41.454,-35.835,-28.49
-0.66879,-0.68826,-0.28109,41.378,-35.618,-29.024
0.74813,-0.41863,-0.51483,37.326,-35.33,-29.269
-0.10295,0.32818,0.93899,26.672,-35.984,-29.249
0.21502,0.33861,0.91603,25.52,-36.097,-29.146
0.35669,0.30772,0.88209,24.517,-35.95,-28.79
0.16252,0.27769,0.94682,23.478,-35.73,-28.485
-0.27884,0.2455,0.92843,22.413,-35.485,-28.574
-0.71106,0.23186,0.6638,21.633,-35.587,-28.991
-0.91949,0.22353,0.32336,21.283,-35.582,-29.627
0.38041,0.92201,0.072035,55.955,-36.896,-29.929
0.38483,0.92034,0.069939,55.136,-36.525,-30.154
0.37436,0.91453,0.15325,54.542,-36.371,-29.538
0.43119,0.9002,0.060926,54.273,-36.143,-30.251
-0.74693,-0.57029,-0.34185,41.856,-35.961,-29.619
-0.63979,-0.33484,-0.69177,41.573,-35.215,-29.918
0.86668,-0.23271,-0.44125,36.785,-35.557,-29.952
0.94301,-0.16747,-0.28755,36.554,-35.28,-30.646
-0.98069,0.13056,-0.14562,21.204,-35.525,-30.357
0.37661,0.91762,-0.12703,54.918,-36.425,-31.034
0.51434,0.84873,-0.12296,54.044,-36.095,-31.197
-0.71825,-0.36532,-0.59217,42.257,-35.963,-30.216
-0.53185,0.042195,-0.84578,42.652,-35.4,-30.629
0.99959,-0.0059656,0.027933,36.447,-35.34,-31.519
-0.84715,0.044882,-0.52945,21.472,-35.213,-30.984
0.58813,0.76555,-0.26083,53.842,-36.105,-31.938
-0.49053,0.28017,-0.82516,43.734,-35.79,-31.434
-0.4559,0.24803,-0.85477,44.07,-36.189,-31.754
0.9806,-0.015606,0.19541,36.542,-35.123,-32.331
-0.36136,-0.18811,-0.91326,22.75,-36.182,-31.742
-0.55237,-0.10022,-0.82755,22.124,-35.55,-31.557
-0.35078,-0.19056,-0.91687,23.127,-35.366,-32.031
0.55044,0.72338,-0.41681,53.93,-36.426,-32.462
0.68023,0.65536,-0.32832,53.273,-35.807,-32.493
0.75123,0.51085,-0.41795,52.956,-35.994,-33.211
-0.34587,0.53045,-0.77395,46.156,-35.929,-32.698
-0.36404,0.57775,-0.73053,45.726,-36.134,-32.657
-0.45015,0.44865,-0.77206,46.32,-35.37,-32.398
-0.38598,0.53597,-0.75084,45.286,-35.794,-32.14
-0.41902,0.50813,-0.75248,46.638,-35.73,-32.786
-0.4376,0.40165,-0.80448,44.445,-36.076,-31.896
0.89866,0.14651,0.41345,36.767,-35.609,-32.917
0.89648,-0.060605,0.43893,36.758,-34.815,-33.023
-0.19941,0.22257,-0.95431,30.861,-35.85,-32.597
-0.18268,0.17759,-0.967,30.587,-35.82,-32.524
-0.28725,0.19572,-0.93765,31,-35.511,-32.537
0.024653,0.039628,-0.99891,30.095,-35.199,-32.387
-0.47402,0.187,-0.86043,31.216,-35.808,-32.711
0.17948,-0.063903,-0.98168,29.105,-35.348,-32.517
-0.23924,-0.18918,-0.95235,24.908,-36.24,-32.388
-0.26408,-0.1914,-0.94532,24.223,-35.717,-32.326
-0.24588,-0.20077,-0.94828,25.109,-35.43,-32.599
0.75146,0.51981,-0.40633,52.941,-36.414,-33.713
0.88744,0.40712,-0.21611,52.48,-35.481,-33.84
0.96781,0.25162,0.0051587,52.302,-35.547,-35.124
-0.57669,0.31928,-0.75199,47.861,-36.27,-33.876
-0.71051,0.19894,-0.67498,47.958,-35.713,-33.776
-0.55956,0.36619,-0.7435,47.14,-35.524,-32.958
-0.87745,-0.026028,-0.47896,48.607,-35.479,-34.617
0.80495,0.037122,0.59217,37.189,-35.325,-33.647
0.72483,0.0071498,0.68889,37.672,-35.374,-34.246
-0.53377,0.2651,-0.803,31.629,-35.685,-32.921
-0.67036,0.27681,-0.68847,32.192,-35.813,-33.433
0.17445,-0.14728,-0.97359,28.109,-35.428,-32.754
0.039063,-0.20083,-0.97885,27.124,-35.477,-32.864
-0.13349,-0.21446,-0.96757,26.117,-35.502,-32.83
0.95213,0.04802,0.3019,52.439,-35.477,-36.163
-0.9394,-0.2469,-0.23784,49,-35.399,-35.66
0.65878,-0.018812,0.7521,38.289,-35.405,-34.797
0.59249,-0.032066,0.80494,38.834,-35.43,-35.243
-0.7925,0.25927,-0.55201,32.771,-35.678,-34.039
-0.87511,0.15011,-0.46006,33.302,-35.663,-35.028
0.84365,-0.094831,0.52845,52.773,-35.499,-36.919
-0.95645,-0.20484,-0.20793,49.352,-36.188,-36.23
-0.95587,-0.29347,0.013535,49.41,-36.113,-37.316
0.47007,-0.058444,0.88069,40.19,-35.467,-36.093
0.52884,-0.044088,0.84758,39.311,-35.439,-35.559
0.4344,-0.061697,0.8986,40.889,-35.44,-36.402
-0.86093,0.081594,-0.50214,33.539,-35.62,-35.458
0.6663,-0.13807,0.73279,53.051,-35.562,-37.293
-0.93389,-0.31592,0.16744,49.289,-36.167,-38.381
0.75493,0.28661,0.58986,43.29,-36.247,-37.877
0.63342,0.17316,0.75419,42.369,-35.467,-37.352
0.89776,0.44023,-0.014856,43.508,-36.106,-38.643
0.52113,0.0073125,0.85345,41.453,-35.463,-36.699
-0.70287,-0.11135,-0.70255,34.284,-35.44,-36.418
-0.81245,-0.0066124,-0.58299,33.769,-35.541,-35.813
-0.59331,-0.12692,-0.79491,34.704,-35.327,-36.829
0.49906,-0.29448,0.815,54.112,-36.274,-38.164
0.37311,-0.35361,0.85776,54.283,-35.696,-38.007
0.50706,-0.19691,0.83912,53.467,-35.626,-37.566
0.28156,-0.41148,0.86684,54.884,-35.856,-38.302
-0.92454,-0.32995,0.19069,49.182,-36.251,-38.996
0.71356,0.47765,-0.51252,43.326,-36.19,-39.312
-0.45557,-0.078406,-0.88674,36.032,-35.4,-37.537
-0.48861,-0.10562,-0.86609,35.178,-35.32,-37.11
-0.46022,-0.065229,-0.88541,36.622,-35.336,-37.829
0.62891,-0.59873,0.49598,58.223,-36.026,-39.621
0.54607,-0.57539,0.60888,57.906,-36.244,-39.502
0.61883,-0.564,0.54677,58.365,-35.618,-39.323
0.35805,-0.54301,0.75957,57.618,-35.83,-38.968
0.80553,-0.52188,0.28064,58.618,-35.598,-39.71
0.20014,-0.48224,0.85287,56.62,-35.949,-38.754
0.22795,-0.43612,0.87054,55.551,-35.915,-38.524
-0.91062,-0.37876,0.16525,49.145,-36.367,-39.409
-0.89205,-0.44811,0.058696,48.932,-36.208,-40.053
-0.92429,-0.32644,0.19779,48.889,-35.604,-39.251
-0.94636,-0.3212,0.034966,48.61,-35.448,-40.357
0.4943,0.38074,-0.78148,43.105,-36.369,-39.649
-0.46338,0.0041259,-0.88615,38.896,-35.741,-39.026
-0.44689,-0.021623,-0.89433,38.194,-35.299,-38.657
-0.46912,-0.056389,-0.88133,37.174,-35.319,-38.135
-0.46234,0.013939,-0.8866,38.842,-35.258,-38.972
0.86943,-0.47073,0.15001,58.599,-35.88,-40.161
0.896,-0.4305,-0.1089,58.567,-35.878,-40.417
0.92178,-0.38668,0.028269,58.783,-35.399,-40.138
0.92848,-0.26254,-0.26267,58.595,-35.392,-41.025
-0.82595,-0.50773,-0.24499,48.864,-35.985,-40.821
-0.87594,-0.29457,-0.38205,48.634,-35.391,-40.98
0.39251,0.40596,-0.82531,42.507,-35.696,-39.584
0.024099,0.1734,-0.98456,41.304,-35.458,-39.792
-0.27748,0.042935,-0.95977,40.216,-35.377,-39.591
-0.4301,0.0117,-0.90271,39.344,-35.297,-39.252
0.90757,-0.31979,-0.27212,58.383,-36.004,-41.277
0.86354,-0.23205,-0.44771,58.321,-35.69,-41.65
-0.65785,-0.51652,-0.54812,48.956,-35.981,-41.108
-0.63078,-0.31696,-0.70828,48.925,-35.684,-41.2
0.66666,-0.26223,-0.69771,57.932,-36.086,-42.067
0.64664,-0.075041,-0.7591,58.148,-35.117,-42.061
-0.32662,0.36187,-0.87314,54.269,-36.749,-41.801
-0.19453,0.40339,-0.89411,53.496,-36.665,-41.535
-0.33704,0.47543,-0.81263,54.286,-36.08,-41.452
-0.070446,0.51359,-0.85514,53.101,-36.025,-41.084
-0.39199,0.335,-0.85681,55.009,-36.498,-42.022
-0.03369,0.38609,-0.92185,52.533,-36.578,-41.375
0.28715,0.36866,-0.8841,51.9,-35.672,-41.023
0.29093,0.0012678,-0.95674,50.761,-35.497,-41.443
0.016862,-0.23045,-0.97294,49.886,-35.244,-41.689
-0.3662,-0.33277,-0.869,49.341,-35.49,-41.502
0.33315,-0.040514,-0.942,57.548,-35.555,-42.342
-0.022486,0.047918,-0.9986,56.763,-35.917,-42.497
-0.31305,0.21866,-0.92422,55.88,-36.208,-42.342
0.55679,0.32427,0.76474,54.149,-34.818,4.4324
0.51023,0.17114,0.84284,54.959,-34.95,3.8804
0.39016,0.065535,0.91841,55.759,-34.449,3.4732
0.42273,-0.24351,0.87292,58.147,-35.394,2.3363
0.35385,-0.219,0.9093,58.135,-34.85,2.4777
0.36177,-0.1476,0.92051,57.356,-34.842,2.762
0.42249,-0.23761,0.87467,58.829,-34.465,2.337
0.3955,-0.03905,0.91764,56.537,-34.631,3.1346
0.61953,-0.27688,0.73453,59.477,-34.606,1.8582
0.84118,-0.32558,0.43175,60.09,-34.731,1.151
0.92868,-0.36282,-0.076916,60.214,-34.777,0.36732
0.7612,-0.34654,-0.54817,60.037,-34.671,-0.25311
0.96705,-0.20568,0.15003,60.462,-33.915,0.67581
0.91721,-0.23776,-0.31968,60.366,-33.949,-0.051789
-0.36022,-0.34748,-0.86574,53.71,-35.145,1.5803
-0.28285,-0.39253,-0.87517,52.321,-34.303,1.7141
-0.33081,-0.4285,-0.8408,52.951,-34.516,1.6123
-0.36181,-0.43064,-0.82683,53.466,-34.435,1.3321
0.51958,-0.30176,-0.79936,59.832,-34.485,-0.51341
0.63722,-0.27323,-0.72062,60.041,-33.837,-0.60602
-0.47827,-0.28807,-0.82962,55.901,-35.278,0.43586
-0.37744,-0.39255,-0.83872,54.482,-34.291,0.78347
-0.4189,-0.39514,-0.81755,55.121,-34.566,0.62668
-0.4296,-0.30046,-0.85157,55.652,-34.534,0.30135
0.35979,-0.29722,-0.88443,59.658,-34.182,-0.69106
0.0073171,-0.21301,-0.97702,58.977,-34.156,-0.86454
-0.25753,-0.15627,-0.95355,57.81,-34.428,-0.60265
-0.37213,-0.19183,-0.90814,56.724,-34.477,-0.21432
0.25476,-0.14965,0.95536,51.083,-34.807,-5.8778
0.12887,-0.34806,0.92857,50.337,-34.766,-5.736
0.5508,0.18736,0.81334,51.464,-34.558,-6.0333
0.48391,0.27846,0.82963,50.856,-34.04,-5.8285
0.61029,0.64422,0.461,51.909,-34.257,-6.6834
0.02816,-0.62091,0.78337,49.4,-34.745,-5.6608
0.33607,-0.11021,0.93537,49.752,-34.034,-5.3858
-0.10548,-0.76252,0.63831,48.789,-34.743,-5.6657
0.15767,-0.56793,0.80783,48.582,-34.16,-5.0782
-0.22515,-0.81892,0.5279,48.226,-34.743,-5.8516
0.29965,0.88399,0.35884,55.09,-35.669,-7.5669
0.40519,0.88849,0.21541,54.261,-35.312,-7.6867
0.44172,0.81819,0.36803,53.775,-35.177,-7.3385
0.45521,0.76883,0.44909,53.161,-34.969,-7.1305
0.43026,0.89486,0.11875,53.574,-34.949,-7.756
-0.3642,-0.86968,0.33319,47.478,-34.678,-6.2531
-0.44657,-0.80588,0.38876,47.398,-34.867,-6.9644
-0.37971,-0.87418,0.30269,46.706,-34.481,-6.7771
-0.39455,-0.77989,0.48591,46.268,-34.616,-7.5349
0.5389,0.1501,0.82889,60.555,-35.29,-7.9684
0.17675,0.41157,0.89408,60.267,-35.144,-7.8783
0.40745,0.36641,0.8365,60.789,-34.742,-8.2644
-0.066029,0.4781,0.87582,59.748,-35.36,-7.7714
-0.24037,0.68096,0.69174,59.012,-35.389,-7.9614
-0.16882,0.65774,0.73409,59.892,-34.796,-8.1566
-0.17493,0.80678,0.56437,57.984,-35.63,-8.0606
-0.057003,0.88881,0.45473,56.938,-35.702,-8.1247
0.092825,0.95406,0.28489,55.886,-35.678,-8.2045
0.23539,0.96746,0.092797,54.935,-35.491,-8.3239
0.35336,0.93499,-0.03046,54.089,-35.224,-8.4359
0.39701,0.91212,-0.10204,53.277,-34.882,-8.5447
-0.38061,-0.75351,0.53606,45.543,-34.397,-7.7772
-0.29582,-0.68574,0.66502,44.602,-34.259,-8.1707
-0.30135,-0.49225,0.81663,44.389,-34.636,-8.5216
-0.04765,-0.4111,0.91035,44.096,-34.607,-8.6047
-0.25653,-0.62189,0.7399,44.193,-34.448,-8.4745
-0.03197,-0.60888,0.79262,43.832,-34.322,-8.4396
-0.049738,-0.67824,0.73316,42.981,-34.038,-8.2934
0.035038,-0.50394,0.86303,43.963,-34.417,-8.5238
0.037438,-0.54728,0.83611,42.246,-34.621,-8.6841
0.073826,-0.70198,0.70836,41.896,-33.876,-8.121
0.17206,-0.55839,0.81154,41.175,-34.605,-8.5589
0.747,-0.13647,0.65067,61.266,-35.103,-8.5398
0.82885,-0.4266,0.36196,61.403,-35.103,-8.8449
0.68705,0.099418,0.71977,61.317,-34.849,-8.6418
0.80625,-0.20992,0.55307,61.897,-34.444,-9.4007
-0.35793,0.72973,0.58256,59.124,-34.865,-8.503
-0.30967,0.77906,0.54514,58.468,-35.197,-8.4722
-0.25327,0.85397,0.45452,57.646,-35.302,-8.7921
-0.36447,0.77701,0.51324,58.456,-34.752,-9.1494
-0.13514,0.94101,0.31022,56.637,-35.472,-8.8833
-0.004536,0.98336,0.18161,55.676,-35.524,-9.0421
0.16343,0.98485,0.057957,54.73,-35.433,-9.1812
0.29722,0.95444,-0.026373,53.855,-35.211,-9.3189
0.36651,0.93035,-0.010945,52.963,-34.898,-9.6079
0.74898,-0.65137,0.12141,61.537,-35.203,-9.5389
0.76228,-0.64598,0.04045,61.939,-34.855,-10.12
-0.34675,0.79957,0.49036,57.713,-34.927,-9.3782
-0.29226,0.84693,0.44418,57.21,-35.132,-9.4072
-0.23245,0.88818,0.39636,56.467,-35.228,-9.7045
-0.36068,0.74635,0.55935,57.532,-34.511,-10.157
-0.094554,0.94356,0.31743,55.458,-35.355,-9.9358
0.09476,0.96897,0.22831,54.5,-35.316,-10.073
0.26188,0.94968,0.17181,53.722,-35.157,-10.143
0.27763,0.88335,0.37764,53.265,-34.851,-10.726
0.59451,-0.78864,-0.15687,61.438,-35.273,-10.295
0.448,-0.82298,-0.34928,60.768,-35.502,-10.833
0.5574,-0.7703,-0.30975,61.608,-34.839,-11.22
-0.27864,0.79248,0.54253,56.187,-34.832,-10.527
-0.13325,0.83069,0.54055,55.152,-34.989,-10.77
0.075241,0.85897,0.50647,54.186,-34.988,-10.873
0.39198,-0.80125,-0.45205,60.803,-35.174,-11.487
0.34222,-0.8092,-0.47758,60.256,-35.358,-11.529
0.40124,-0.74135,-0.53796,59.469,-35.417,-11.951
0.32219,-0.81122,-0.48797,60.409,-34.822,-12.326
0.37823,-0.73096,-0.56801,59.068,-35.003,-12.759
0.46946,-0.62819,-0.62048,58.573,-35.194,-12.898
0.70247,-0.4256,-0.57044,57.912,-35.524,-13.276
0.50106,-0.6589,-0.56106,58.289,-34.944,-13.404
0.71035,-0.40634,-0.57472,57.704,-35.292,-13.664
0.70005,-0.44063,-0.56194,57.369,-34.971,-14.359
0.95428,0.071153,-0.29032,56.741,-35.393,-15.062
0.8042,-0.087503,-0.58789,56.894,-35.269,-14.79
0.88034,-0.35858,-0.31053,56.797,-34.927,-15.168
0.95025,-0.29495,-0.1002,56.703,-34.725,-16.07
0.90577,0.26167,0.33333,56.836,-35.247,-17.22
0.97318,-0.10533,0.20453,56.743,-34.747,-17.076
0.96864,-0.1449,0.20183,57.023,-34.158,-17.748
0.92628,0.22177,0.30467,57.432,-34.37,-18.758
0.68041,0.56183,0.47052,58.087,-35.186,-19.468
0.75539,0.58213,0.30083,57.928,-34.792,-19.683
-0.31702,-0.49797,-0.80717,50.463,-35.12,-18.773
-0.28623,-0.47061,-0.83462,49.81,-35.145,-18.492
-0.17031,-0.46053,-0.87115,48.275,-34.642,-18.333
-0.26698,-0.49745,-0.82539,48.927,-34.636,-18.518
-0.29699,-0.54137,-0.78659,49.618,-34.495,-18.86
0.050129,-0.40683,-0.91213,47.128,-34.495,-18.329
0.36156,-0.30052,-0.88259,46.031,-34.821,-18.401
0.6272,-0.16484,-0.76121,45.517,-35.156,-18.607
0.69206,-0.21819,-0.68808,45.269,-34.545,-18.986
0.74279,0.62956,0.22786,58.292,-35.019,-19.896
0.77358,0.62925,-0.075028,58.299,-35.017,-20.122
-0.2964,-0.45993,-0.83702,54.687,-35.111,-20.327
-0.30942,-0.52514,-0.79277,54.103,-35.178,-20.105
-0.28253,-0.52123,-0.80529,52.982,-34.788,-19.841
-0.31555,-0.49566,-0.80916,53.416,-34.897,-19.963
-0.2652,-0.35912,-0.89482,53.705,-34.558,-20.264
-0.23485,-0.55855,-0.79553,52.002,-34.62,-19.702
-0.30621,-0.56566,-0.76568,50.813,-34.267,-19.525
0.93598,0.12427,-0.32938,44.759,-34.775,-19.698
0.76786,0.52691,-0.36435,57.842,-34.64,-20.402
0.058873,-0.22176,-0.97332,56.996,-34.997,-21.231
0.48762,0.031481,-0.87249,57.312,-34.825,-21.152
0.69714,0.30585,-0.64842,57.427,-34.561,-20.985
-0.29372,-0.31457,-0.90265,56.525,-35.123,-21.098
-0.28751,-0.13373,-0.9484,54.899,-34.421,-20.628
-0.30675,-0.00081496,-0.95179,55.707,-34.378,-20.935
-0.23805,0.035783,-0.97059,56.421,-34.617,-21.139
0.87701,0.45236,0.16195,44.774,-35.075,-20.968
0.96291,0.26977,-0.0055964,44.68,-34.846,-20.729
0.98506,0.11197,-0.13081,44.62,-34.424,-20.305
0.94356,0.28181,0.17402,44.655,-34.532,-21.327
0.17928,0.23535,-0.95523,57.039,-34.523,-21.222
0.65558,0.57494,0.48955,45.555,-35.391,-22.135
0.8192,0.4414,0.36616,44.967,-34.938,-21.762
0.71628,0.47965,0.50683,45.259,-34.715,-22.443
0.5619,0.56643,0.60285,46.707,-35.444,-23.236
0.604,0.53567,0.59012,45.894,-34.999,-22.879
0.59173,0.51801,0.61768,46.299,-34.661,-23.555
-0.20338,0.23384,-0.95076,28.309,-34.744,-22.413
-0.098178,0.27089,-0.95759,27.318,-34.909,-22.297
-0.13381,0.15384,-0.97899,27.769,-34.08,-22.125
-0.23853,0.19129,-0.95211,28.531,-34.024,-22.271
-0.36,0.19899,-0.91148,29.143,-34.321,-22.55
-0.029005,0.30572,-0.95168,26.329,-34.977,-22.235
-0.040267,0.11526,-0.99252,26.781,-34.155,-22.051
0.05999,0.2997,-0.95215,25.586,-34.965,-22.224
0.086993,0.06863,-0.99384,25.797,-34.243,-22.053
0.1351,0.35307,-0.92579,25.207,-35.21,-22.35
0.219,0.1192,-0.96842,24.936,-34.558,-22.225
0.53741,0.53854,0.64897,47.722,-35.174,-24.406
0.56102,0.53289,0.63348,47.171,-34.986,-24.11
0.55954,0.49157,0.66729,47.277,-34.294,-24.697
-0.76903,0.001691,-0.63922,30.807,-34.697,-23.693
-0.53636,0.10625,-0.83728,30.001,-34.523,-23.005
-0.96395,-0.080283,-0.2537,31.296,-35.04,-24.585
0.54547,0.54042,0.64063,48.784,-35.201,-25.324
0.56417,0.51988,0.64143,48.147,-34.948,-24.925
0.58852,0.49247,0.64119,48.344,-34.217,-25.687
-0.98953,-0.12287,0.075765,31.352,-35.184,-25.459
0.47005,0.70554,0.53034,50.725,-35.587,-26.476
0.53245,0.60129,0.59578,49.864,-35.161,-26.269
0.55064,0.54915,0.62868,49.239,-34.96,-25.864
0.60937,0.5682,0.55301,49.449,-34.341,-26.634
-0.91398,-0.11556,0.38896,31.167,-35.003,-26.222
0.68891,-0.47459,-0.54788,20.105,-34.353,-25.99
0.48543,0.7808,0.39334,51.612,-35.611,-27.369
0.556,0.70352,0.44264,50.806,-35.15,-27.249
