"Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
0.77142,-0.56239,-0.29771,30.832,-80.087,-22.71
-0.78418,-0.19803,0.58809,26.098,-81.011,-22.011
-0.74132,0.00057861,0.67115,25.906,-80.399,-22.157
-0.72005,0.0095628,0.69385,25.506,-80.175,-22.568
0.68082,0.20457,-0.70331,21.442,-80.873,-22.09
0.87091,-0.21437,-0.44222,21.27,-80.231,-22.333
0.80068,-0.54463,-0.24958,20.722,-80.615,-23.255
-0.38488,-0.83262,0.39826,11.878,-81.223,-21.656
-0.68294,-0.71024,0.17072,11.238,-81.008,-22.289
-0.59527,-0.71392,0.36874,11.249,-80.665,-21.373
-0.75864,-0.60791,0.23436,10.998,-80.694,-21.895
0.78136,-0.53691,-0.31811,30.443,-80.532,-22.865
0.70575,-0.6389,-0.30614,29.761,-81.12,-23.569
0.78302,-0.54581,-0.2983,30.286,-80.538,-23.286
-0.63337,-0.23005,0.73886,24.687,-80.789,-23.474
-0.66411,-0.045926,0.74623,25.023,-80.178,-23.088
-0.47263,-0.18923,0.8607,24.154,-80.051,-23.722
0.76718,-0.36265,-0.52907,20.309,-81.181,-23.294
0.81662,-0.55592,-0.1552,20.098,-81.204,-23.751
-0.85843,-0.51175,0.034644,10.926,-80.653,-22.619
-0.83978,-0.54291,0.0052501,11.051,-80.891,-22.892
-0.88608,-0.4581,0.070703,10.69,-80.239,-22.083
-0.92706,-0.3676,-0.07371,10.831,-80.377,-23.205
0.6286,-0.69353,-0.35196,29.258,-81.262,-24.235
0.68482,-0.62603,-0.37296,29.652,-80.944,-24.14
0.75412,-0.54439,-0.36734,29.964,-80.492,-24.226
-0.40592,-0.3791,0.83157,22.95,-81.063,-24.705
-0.17098,-0.53654,0.82637,22.758,-80.313,-24.395
-0.24275,-0.40308,0.88238,22.356,-81.097,-24.969
0.63927,-0.7322,0.235,20.592,-80.689,-24.076
0.43279,-0.692,0.57778,20.773,-80.912,-24.725
-0.89962,-0.43449,-0.043601,10.976,-80.658,-23.852
-0.92976,-0.33242,-0.15828,11.039,-80.653,-24.694
0.70109,-0.5929,-0.39615,29.537,-80.849,-24.467
0.5649,-0.67336,-0.47694,28.883,-81.219,-24.958
0.67481,-0.61936,-0.40126,29.312,-80.992,-24.688
0.65948,-0.57637,-0.48258,29.444,-80.536,-25.029
0.05241,-0.59775,0.79997,21.575,-80.907,-24.957
-0.91748,-0.23503,-0.32093,11.393,-80.638,-25.918
0.57403,-0.5666,-0.59115,28.864,-80.743,-25.496
0.49378,-0.64098,-0.58764,28.402,-81.075,-25.561
0.52215,-0.6442,-0.5589,27.726,-81.185,-25.99
0.50361,-0.61929,-0.60238,28.421,-80.456,-26.11
-0.91816,-0.16586,-0.35982,11.682,-80.627,-26.64
0.55917,-0.60611,-0.56565,27.747,-80.587,-26.553
0.60273,-0.58895,-0.53838,27.248,-80.979,-26.662
0.55004,-0.73284,-0.4005,27.403,-80.294,-27.302
-0.8448,-0.25381,-0.47106,11.889,-80.918,-27.057
-0.86695,-0.078743,-0.49213,11.861,-80.242,-27.146
0.56697,-0.73943,-0.36303,26.693,-80.503,-27.887
0.74418,-0.54759,-0.38253,26.129,-80.948,-28.009
0.55778,-0.81694,-0.14662,26.424,-80.442,-28.767
-0.78163,-0.1925,-0.59329,12.224,-80.632,-27.577
-0.7678,-0.13478,-0.62635,12.689,-80.306,-28.275
0.65962,-0.72568,-0.19566,25.928,-80.712,-29.195
0.73006,-0.66471,-0.1587,25.633,-80.93,-29.555
-0.73328,-0.19692,-0.65079,13.199,-80.486,-28.812
-0.71634,-0.14072,-0.68341,13.584,-80.222,-29.294
0.71311,-0.68187,-0.16287,25.049,-81.367,-30.84
0.6587,-0.74688,-0.090997,25.579,-80.867,-30.356
-0.70302,-0.094225,-0.7049,13.988,-79.992,-29.795
-0.68919,-0.18888,-0.69953,14.594,-80.219,-30.279
0.6265,-0.74754,-0.22063,25.004,-81.239,-31.744
0.59886,-0.79345,-0.10861,25.567,-80.837,-31.311
-0.70866,-0.20079,-0.67638,15.142,-79.962,-30.968
-0.63685,-0.31175,-0.70515,15.737,-80.519,-31.287
0.5686,-0.75493,-0.32676,24.924,-81.137,-32.226
0.54647,-0.76983,-0.32974,25.364,-80.739,-32.318
-0.59628,-0.27916,-0.75267,16.202,-80.165,-31.852
-0.52862,-0.3067,-0.79152,16.749,-80.583,-32.09
0.54725,-0.72591,-0.41662,24.84,-81.066,-32.477
0.40275,-0.7037,-0.58532,23.994,-81.403,-32.884
0.50374,-0.74256,-0.44142,24.345,-81.249,-32.742
0.44659,-0.68597,-0.57446,24.608,-80.913,-33.008
-0.1395,-0.46988,-0.87164,20.17,-80.986,-33.418
-0.24474,-0.42005,-0.87388,19.406,-80.907,-33.299
-0.44756,-0.33283,-0.83001,18.136,-80.722,-32.923
-0.51936,-0.25847,-0.81453,17.444,-80.356,-32.57
-0.35886,-0.28275,-0.88954,18.764,-80.306,-33.314
0.23661,-0.57584,-0.78257,23.69,-80.928,-33.399
0.077733,-0.54278,-0.83627,22.776,-80.837,-33.623
-0.02789,-0.49885,-0.86624,21.82,-80.634,-33.758
-0.13693,-0.39597,-0.908,20.804,-80.186,-33.925
-0.25479,-0.33404,-0.90747,19.702,-80.177,-33.704
0.94775,-0.20319,0.24595,24.705,-80.117,-3.1524
0.9886,0.1505,0.0037723,24.716,-79.43,-3.879
0.94639,0.2694,0.17821,24.799,-79.579,-5.2794
0.83978,0.16365,0.51768,24.968,-79.224,-6.0992
0.34995,-0.26306,0.89907,25.699,-79.261,-6.8562
0.36256,-0.84896,0.38448,29.087,-80.022,-7.0881
-0.060943,-0.87382,0.48242,28.187,-80.081,-6.9976
0.52171,-0.79444,0.31095,29.468,-80.061,-7.8305
0.53115,-0.75111,0.39207,29.627,-79.459,-6.7457
0.16167,-0.85045,0.50059,28.712,-79.763,-6.3476
0.58746,-0.74108,0.3251,29.66,-79.724,-7.3318
-0.17914,-0.75452,0.63135,27.28,-79.926,-7.1775
-0.28566,-0.81502,0.50412,27.711,-79.6,-6.3441
-0.30347,-0.66308,0.68428,26.793,-79.397,-6.7236
0.61859,-0.74784,0.241,29.904,-79.879,-8.1879
0.68964,-0.7027,0.17493,30.098,-79.775,-8.4888
0.67224,-0.69995,0.24116,30.391,-79.249,-7.7237
0.79251,-0.60928,0.026496,30.425,-79.455,-8.7144
0.73284,-0.67955,-0.034055,30.113,-79.907,-9.065
0.82657,-0.44538,-0.34413,30.314,-79.325,-9.6188
0.76449,-0.57121,-0.29879,29.985,-79.789,-9.9095
0.75229,-0.39337,-0.5285,29.781,-79.682,-10.315
-0.91008,-0.15176,-0.38565,21.614,-78.886,-8.2709
-0.91005,-0.1987,-0.36376,21.819,-78.55,-9.0367
-0.93141,-0.18299,-0.31463,21.418,-78.327,-8.0082
-0.91413,-0.1627,-0.37135,22.338,-79.073,-10.046
0.72143,-0.39072,-0.57173,29.091,-80.144,-11.081
0.78519,-0.1969,-0.58712,29.323,-79.733,-10.935
-0.80172,-0.30789,-0.5123,22.978,-80.217,-11.048
-0.86875,-0.1763,-0.46281,22.773,-79.469,-11.008
0.90744,0.19219,0.37367,19.414,-81.069,-8.5464
0.91281,0.28272,0.29471,19.415,-80.294,-9.1737
0.9199,0.24995,0.30219,19.078,-79.696,-8.8201
0.92078,0.17968,0.34622,18.783,-80.138,-7.8146
0.91341,0.2962,0.27919,19.649,-80.165,-10.136
0.64229,-0.15974,-0.74963,28.907,-79.809,-11.342
0.60556,-0.22342,-0.76379,28.286,-79.982,-11.828
0.51045,-0.2542,-0.82148,27.557,-79.772,-12.369
-0.55001,-0.3851,-0.74107,23.996,-80.236,-12.107
-0.7177,-0.28804,-0.63399,23.353,-79.859,-11.623
-0.63194,-0.27983,-0.72273,23.787,-79.35,-12.299
0.89302,0.21237,0.39675,20.011,-79.593,-11.788
0.30585,-0.37036,-0.87709,26.691,-79.547,-12.942
-0.10821,-0.44846,-0.88723,25.491,-79.656,-12.989
-0.40987,-0.39039,-0.82438,24.55,-79.652,-12.687
0.84551,0.24672,0.47354,20.42,-80.197,-12.413
0.81237,0.13746,0.56672,20.51,-79.631,-12.756
0.55575,-0.73467,0.38911,32.978,-79.583,-14.068
0.35652,-0.75585,0.54917,32.6,-79.717,-13.953
0.56967,-0.79317,0.21531,32.947,-79.78,-14.625
0.3342,-0.87677,0.34582,32.044,-80.234,-14.51
0.54522,-0.66314,0.51282,33.338,-79.048,-13.791
0.23178,-0.65361,0.72047,32.481,-79.238,-13.461
0.59256,-0.76445,0.25396,33.434,-79.32,-14.552
0.043405,-0.67063,0.74052,31.679,-79.818,-13.776
-0.20451,-0.45313,0.86767,31.823,-78.984,-13.195
-0.2395,-0.51332,0.8241,30.757,-79.976,-13.973
-0.43513,-0.19729,0.87849,30.982,-79.234,-13.626
-0.50948,-0.028146,0.86002,30.146,-79.397,-14.127
0.69998,0.081008,0.70956,21.054,-79.204,-13.429
0.68432,0.071487,0.72567,21.745,-79.793,-13.989
0.56393,-0.82187,0.080748,33.071,-79.887,-15.766
0.60038,-0.78807,0.13595,33.54,-79.391,-15.263
-0.43337,0.0082026,0.90118,29.364,-79.625,-14.529
-0.69195,-0.23625,0.6822,28.53,-80.108,-15.072
-0.58724,0.056337,0.80745,28.732,-79.637,-14.885
-0.78362,-0.010626,0.62114,28.258,-79.639,-15.377
0.73552,0.10298,0.66963,22.497,-79.185,-14.679
0.78081,0.11924,0.61329,23.082,-79.777,-15.276
0.56175,-0.82717,0.015415,33.142,-79.858,-16.438
0.60708,-0.79442,0.018995,33.727,-79.39,-16.457
-0.86237,-0.20646,0.46227,27.825,-79.849,-16.049
-0.90073,-0.3692,0.22884,27.656,-80.142,-16.824
0.87929,0.22747,0.41845,23.533,-79.551,-16.081
0.93481,0.31968,0.15474,23.772,-79.346,-16.885
0.56544,-0.82353,-0.045607,33.111,-79.884,-17.098
0.59332,-0.79537,-0.12395,33.638,-79.37,-17.683
-0.92148,-0.36445,0.13439,27.331,-79.774,-17.625
0.93573,0.33561,-0.10854,23.944,-79.758,-17.654
0.86475,0.45742,-0.20731,23.6,-78.98,-17.594
-0.8749,-0.077435,-0.47808,17.237,-79.871,-16.638
-0.24377,-0.20664,-0.94756,16.614,-79.709,-16.195
-0.91458,-0.39507,0.08642,17.171,-79.313,-17.318
0.44951,-0.3676,-0.81413,15.821,-79.517,-16.417
0.68592,-0.43848,-0.58073,15.249,-79.647,-16.906
0.7006,-0.60528,-0.37787,15.187,-79.198,-17.491
-0.88313,-0.32907,-0.33435,9.0814,-80.13,-16.738
-0.80368,-0.036909,-0.59391,9.2728,-79.654,-17.285
0.58996,-0.79108,-0.16167,32.99,-79.841,-18.092
0.60291,-0.7857,-0.13849,32.3,-80.185,-18.724
0.58773,-0.76715,-0.25702,33.412,-79.307,-18.627
-0.9255,-0.37872,-0.0043407,27.173,-79.387,-18.533
0.75926,0.51421,-0.39889,23.288,-79.09,-18.473
-0.72114,-0.59804,0.34972,16.926,-79.125,-17.867
0.60453,-0.71744,-0.34616,14.091,-80.029,-18.143
0.38725,-0.88123,-0.27105,13.496,-80.162,-18.678
0.63826,-0.76679,-0.068251,14.608,-79.379,-18.252
-0.73751,-0.13329,-0.66205,9.7644,-80.109,-17.913
-0.63262,0.31583,-0.70714,9.9155,-79.4,-17.977
0.62565,-0.7323,-0.26889,32.905,-79.663,-18.89
0.70105,-0.67124,-0.24076,32.195,-80.067,-19.688
0.66594,-0.68578,-0.29364,32.599,-79.721,-19.411
-0.97479,-0.20893,0.078336,27.312,-79.792,-19.317
0.7296,0.5029,-0.46344,22.892,-79.546,-19.613
-0.60831,-0.58247,0.53915,16.617,-79.504,-18.704
-0.38657,-0.76996,0.50767,16.38,-78.935,-18.248
-0.4424,-0.64006,0.62817,16.387,-79.44,-18.85
0.61208,-0.7664,-0.1949,14.142,-79.871,-18.538
0.11205,-0.9859,0.12428,13.001,-80.176,-19.559
0.24144,-0.93984,0.24166,13.76,-80.04,-19.422
0.45618,-0.87677,0.15221,14.202,-79.732,-18.962
-0.16628,-0.98364,0.069265,12.108,-80.216,-19.706
-0.58901,-0.80575,0.061841,11.299,-79.904,-19.81
-0.76724,0.50633,-0.39367,10.755,-79.085,-18.451
-0.99722,-0.059218,0.04527,10.851,-79.227,-19.537
0.71509,-0.6042,-0.35155,32.104,-79.962,-20.188
0.71456,-0.60383,-0.35326,32.408,-79.485,-20.173
-0.94788,-0.046177,0.31525,27.187,-80.049,-20.218
0.67115,0.49916,-0.54809,22.733,-80.044,-20.314
-0.10102,-0.70999,0.69692,15.407,-79.955,-19.664
-0.15166,-0.74423,0.65048,15.881,-79.37,-19.04
0.13389,-0.8397,0.52629,14.465,-79.994,-19.62
0.22294,-0.84194,0.49136,14.979,-79.471,-19.074
-0.3307,-0.82974,0.44963,11.731,-80.416,-20.494
-0.60008,-0.70421,0.37945,11.106,-80.179,-20.649
-0.85395,-0.42789,0.29612,10.74,-79.619,-20.486
0.70707,-0.598,-0.37742,31.959,-79.8,-20.634
0.6397,-0.72221,-0.26306,32.254,-79.055,-21.299
-0.87007,0.014806,0.49271,26.76,-79.798,-21.206
-0.76697,0.094891,0.63462,26.23,-79.775,-21.904
0.82939,0.29396,-0.47508,22.231,-79.675,-20.641
0.91871,-0.27698,-0.28152,21.81,-79.403,-21.625
-0.80142,-0.54409,0.24838,10.773,-80.087,-21.159
-0.9343,-0.29998,0.19258,10.482,-79.463,-21.308
0.69885,-0.65203,-0.29405,31.533,-79.417,-22.138
0.62808,-0.75448,-0.19048,31.435,-79.171,-22.917
-0.68719,0.13932,0.71299,25.815,-79.81,-22.322
-0.66401,0.064482,0.74493,25.422,-79.435,-22.756
0.85278,-0.48338,-0.19777,21.52,-79.555,-22.31
0.78018,-0.62415,0.041777,21.341,-79.696,-22.905
-0.95979,-0.28028,-0.015609,10.341,-79.296,-22.045
0.74649,-0.59313,-0.30156,30.484,-79.991,-23.77
0.6295,-0.76299,-0.14684,31.08,-79.313,-23.678
-0.57033,0.024747,0.82105,24.8,-79.555,-23.261
-0.33018,-0.18239,0.92613,24.383,-79.153,-23.488
0.61136,-0.73925,0.28239,21.205,-80.074,-23.618
-0.95883,-0.20315,-0.19842,10.475,-79.308,-22.922
0.73023,-0.61139,-0.30491,30.255,-79.983,-24.26
0.59687,-0.77714,-0.1995,30.607,-79.576,-24.526
-0.038114,-0.43054,0.90177,23.458,-79.263,-23.69
0.28542,-0.76319,0.57972,21.473,-80.314,-24.262
0.42765,-0.70017,0.57174,22.267,-79.27,-23.429
-0.96955,-0.20935,-0.12703,10.806,-80.137,-24.032
-0.97787,-0.11785,-0.17284,10.693,-79.565,-23.734
0.71225,-0.62177,-0.32572,30.119,-79.997,-24.609
0.70932,-0.59439,-0.37889,29.86,-80.194,-24.78
0.56882,-0.74146,-0.35593,29.962,-79.801,-25.322
-0.95765,0.045995,-0.28422,10.867,-79.34,-24.612
-0.9394,0.048419,-0.33939,11.143,-79.611,-25.668
0.56724,-0.64122,-0.5168,29.397,-80.09,-25.568
0.57358,-0.60387,-0.55348,29.049,-80.309,-25.688
0.46147,-0.78238,-0.41824,29.159,-79.784,-26.281
-0.91459,0.0033288,-0.40437,11.587,-79.822,-26.609
0.44013,-0.76913,-0.46338,28.486,-79.972,-26.623
0.49015,-0.73093,-0.47486,28.048,-80.132,-26.765
0.3964,-0.89157,-0.21904,28.41,-79.698,-27.402
-0.87253,0.018214,-0.48823,11.853,-79.721,-27.175
0.41024,-0.90047,-0.14442,27.772,-79.872,-27.913
0.43228,-0.89686,-0.093683,27.291,-80.051,-28.335
0.33738,-0.94004,0.049962,28.121,-79.747,-28.635
-0.80642,0.043456,-0.58975,12.196,-79.708,-27.693
-0.76766,0.16629,-0.6189,12.731,-79.254,-28.316
0.30295,-0.95114,0.059657,27.597,-80.024,-29.548
0.44587,-0.89446,-0.03374,26.328,-80.442,-29.888
0.31361,-0.94351,0.10692,28.131,-79.815,-29.24
-0.75156,0.052011,-0.65761,13.119,-79.647,-28.861
-0.74497,0.14049,-0.65214,13.676,-79.215,-29.404
0.36116,-0.93235,0.016915,28.262,-79.898,-30.057
0.30409,-0.94935,-0.079176,27.975,-79.969,-30.489
0.31709,-0.94103,-0.11799,27.157,-80.149,-30.992
0.36749,-0.92709,0.073921,28.669,-79.665,-29.522
0.43695,-0.88431,-0.16451,28.693,-79.632,-30.656
0.44611,-0.89349,-0.051681,26.158,-80.487,-30.856
-0.72527,0.086114,-0.68306,14.271,-79.278,-30.025
-0.78452,0.0099429,-0.62003,14.781,-79.272,-30.617
0.38499,-0.88867,-0.24909,28.06,-79.817,-31.168
0.4241,-0.88816,-0.17694,26.246,-80.364,-31.756
0.41508,-0.83907,-0.35167,26.971,-79.965,-32.249
0.4167,-0.83445,-0.36061,27.755,-79.666,-31.959
-0.74898,-0.01355,-0.66245,15.167,-79.18,-31.13
-0.68517,-0.14511,-0.71378,15.652,-79.496,-31.554
0.42031,-0.77636,-0.46969,26.264,-80.032,-32.829
0.44482,-0.74615,-0.49538,26.815,-79.721,-32.777
0.43338,-0.71153,-0.55309,27.316,-79.301,-32.986
-0.58147,-0.15131,-0.79937,16.164,-79.375,-32.08
-0.4952,-0.20108,-0.84519,16.724,-79.78,-32.293
0.41708,-0.71942,-0.5554,26.71,-79.586,-33.065
0.3991,-0.71573,-0.5731,25.4,-80.245,-33.148
0.36964,-0.69348,-0.61843,25.886,-79.828,-33.358
0.35894,-0.64693,-0.67279,26.419,-79.249,-33.647
-0.47177,-0.19603,-0.85966,18.062,-80.099,-33.059
-0.50887,-0.12676,-0.85146,17.239,-79.299,-32.69
-0.51585,-0.14267,-0.84471,17.757,-79.606,-32.965
0.29406,-0.62486,-0.72324,25.415,-79.696,-33.721
0.30151,-0.60493,-0.73699,24.813,-80.165,-33.565
0.25425,-0.56198,-0.7871,24.195,-80.352,-33.631
0.14453,-0.48765,-0.861,23.458,-80.192,-33.925
0.15785,-0.45307,-0.87739,24.393,-79.492,-34.145
0.021537,-0.42363,-0.90558,22.506,-80.046,-34.105
-0.060372,-0.36363,-0.92959,21.642,-79.839,-34.155
-0.11589,-0.29887,-0.94723,21.169,-79.652,-34.185
-0.25372,-0.12199,-0.95956,20.107,-79.18,-34.101
-0.39447,-0.11406,-0.9118,19.108,-79.315,-33.728
-0.17874,-0.18624,-0.96611,20.858,-79.358,-34.216
-0.44839,-0.10856,-0.88722,18.324,-79.428,-33.299
0.051053,-0.30069,-0.95235,23.163,-79.335,-34.344
-0.047084,-0.20608,-0.9774,22.191,-79.226,-34.385
-0.11341,-0.14721,-0.98258,21.407,-79.18,-34.326
0.93894,0.28388,-0.19443,24.556,-78.515,-3.5702
0.95105,0.29138,0.103,24.569,-78.934,-4.9821
0.93034,0.3561,-0.08757,24.489,-78.62,-4.2829
0.89201,0.41507,-0.17898,24.186,-77.939,-4.0133
0.91452,0.36758,0.16894,24.259,-78.246,-4.9375
0.24194,-0.77174,0.58812,28.729,-78.906,-5.0586
-0.28064,-0.75127,0.59735,27.91,-78.956,-5.0946
-0.026097,-0.85542,0.51727,28.312,-79.33,-5.6747
0.40125,-0.7561,0.51702,29.182,-79.224,-5.8373
0.38432,-0.70286,0.59857,29.07,-78.212,-4.4587
-0.13607,-0.7216,0.6788,28.197,-78.462,-4.5014
0.52873,-0.66227,0.53089,29.532,-78.547,-5.3636
-0.58296,-0.63303,0.50934,27.474,-78.835,-5.3178
-0.43813,-0.76684,0.46903,27.61,-79.147,-5.6711
-0.63796,-0.53454,0.55433,27.303,-78.29,-4.9969
-0.65118,-0.56709,0.50435,27.141,-78.727,-5.6912
0.93433,0.22026,0.28019,24.699,-79.077,-5.5859
0.85267,0.064758,0.51841,24.692,-78.489,-5.7662
0.58639,-0.6633,0.46495,29.993,-78.892,-6.2021
0.62774,-0.70195,0.33647,30.216,-79.082,-6.8678
0.6004,-0.6337,0.4878,30.419,-78.112,-5.789
0.67096,-0.65735,0.34309,30.702,-78.556,-6.8752
-0.53141,-0.65156,0.54137,27.14,-79.122,-6.1407
0.63929,-0.17657,0.74842,25.206,-78.604,-6.4307
0.13037,-0.22936,0.96457,25.713,-78.363,-6.5974
0.71214,-0.64958,0.26629,30.837,-78.686,-7.4177
-0.53415,-0.42923,0.72832,26.468,-78.601,-6.3194
0.74104,-0.66018,0.12258,30.957,-78.803,-8.0042
0.80076,-0.59264,-0.087014,30.943,-78.813,-8.6321
0.75017,-0.64802,0.13162,31.322,-78.19,-7.6286
0.86934,-0.4101,-0.27581,31.498,-77.979,-8.5691
0.79428,-0.45427,-0.40344,30.801,-78.747,-9.3441
0.8031,-0.21735,-0.55479,31.112,-78.233,-9.2824
0.72894,-0.11064,-0.67557,30.618,-78.468,-9.751
0.764,-0.19181,-0.61605,30.023,-79.16,-10.3
0.69449,-0.0071218,-0.71946,30.149,-78.624,-10.191
-0.86869,-0.30553,-0.38991,21.483,-77.705,-8.7203
-0.88488,-0.2191,-0.41107,21.801,-77.961,-9.2894
-0.88535,-0.18031,-0.42853,22.114,-77.87,-9.9902
0.99079,-0.025345,0.13304,18.698,-78.855,-8.2153
0.97913,0.065323,0.19245,18.895,-78.542,-9.198
0.93475,-0.34857,-0.068824,18.87,-78.114,-8.2764
0.68757,0.065781,-0.72313,29.454,-78.854,-10.81
0.69248,-0.0099618,-0.72137,29.128,-79.373,-11.185
-0.8902,-0.11547,-0.4407,22.666,-78.483,-10.997
0.9278,0.26599,0.26162,19.233,-79.142,-9.9143
0.95229,0.1483,0.26672,19.151,-78.23,-10.459
0.66952,0.03495,-0.74197,28.696,-79.06,-11.526
0.65535,-0.10079,-0.74857,28.07,-79.238,-12.072
0.64421,-0.14547,-0.75089,27.62,-78.758,-12.596
-0.79109,-0.18628,-0.58265,23.142,-78.988,-11.743
-0.70994,-0.23303,-0.66459,23.581,-78.483,-12.392
0.91082,0.26571,0.31593,19.488,-79.13,-10.827
0.881,0.18076,0.43722,19.644,-78.464,-11.59
0.50765,-0.62821,0.58961,33.234,-78.707,-13.382
0.39553,-0.63169,0.66673,32.986,-78.796,-13.234
0.43858,-0.69247,0.57283,33.501,-78.332,-13.174
0.16613,-0.60474,0.7789,32.845,-78.346,-12.836
0.55353,-0.61337,0.56337,33.637,-78.498,-13.501
0.10285,-0.57839,0.80925,32.484,-78.797,-13.083
-0.1504,-0.47692,0.86598,32.227,-78.379,-12.85
-0.48053,-0.3039,0.82264,31.734,-78.339,-12.983
0.46211,-0.23514,-0.85508,26.878,-78.45,-13.23
0.066034,-0.31563,-0.94658,25.976,-78.856,-13.359
-0.13845,-0.32684,-0.93488,25.387,-78.996,-13.274
0.18807,-0.29551,-0.93665,26.211,-77.951,-13.577
-0.31721,-0.34354,-0.88395,24.955,-79.102,-13.134
-0.50111,-0.29823,-0.81237,24.317,-78.752,-12.919
-0.23445,-0.29155,-0.92738,25.136,-78.305,-13.407
0.79564,0.099051,0.59762,20.338,-78.53,-12.678
0.68813,-0.61729,0.38136,33.925,-78.695,-14.058
0.65684,-0.70232,0.27443,33.938,-79.006,-14.628
0.64449,-0.66977,0.36884,34.144,-78.121,-13.573
0.75695,-0.5739,0.31251,34.211,-78.472,-14.353
-0.62911,-0.12837,0.76664,31.247,-78.424,-13.384
-0.68305,0.15048,0.71471,30.494,-78.349,-14.104
0.69238,0.054841,0.71945,21.134,-78.022,-13.572
0.68324,0.081023,0.72569,21.815,-78.621,-14.09
0.65807,-0.73986,0.1398,34.213,-79.003,-15.595
0.76086,-0.59471,0.25964,34.442,-78.527,-15.05
-0.52786,0.36019,0.76918,29.543,-78.573,-14.821
-0.47926,0.2948,0.82668,29.029,-79.147,-14.813
-0.57029,0.34023,0.74767,28.605,-78.753,-15.296
0.81249,0.21052,0.54363,22.385,-78.013,-14.857
0.8579,0.33113,0.39289,23.074,-78.491,-15.721
0.65795,-0.74789,0.08816,34.585,-78.749,-16.452
0.74839,-0.63432,0.19377,34.677,-78.538,-15.799
-0.77363,0.11384,0.62332,27.882,-78.894,-15.928
-0.89388,-0.17013,0.41477,27.361,-79.105,-16.806
0.89484,0.35824,0.26631,23.449,-78.83,-16.458
0.86974,0.49259,-0.03008,23.475,-78.569,-17.088
0.70778,-0.6971,0.11444,34.874,-78.515,-16.599
0.68179,-0.7308,0.03316,34.867,-78.534,-16.882
0.58906,-0.80624,-0.05469,34.451,-78.872,-17.375
0.76777,-0.60698,0.20518,35.102,-78.229,-16.468
0.63307,-0.77407,0.0065368,35.217,-78.246,-17.524
-0.89075,-0.41966,0.17448,26.995,-78.898,-17.785
0.74669,0.56357,-0.35333,23.051,-78.346,-17.851
-0.70904,-0.42786,-0.56054,17.06,-79.186,-16.559
-0.078386,-0.66995,-0.73826,16.474,-78.924,-16.52
-0.60715,-0.78302,-0.13508,16.905,-78.78,-16.979
0.40322,-0.73633,-0.54335,15.917,-78.753,-16.754
0.71709,-0.5035,-0.48194,15.553,-79.1,-16.943
0.52914,-0.81675,-0.23006,15.71,-78.694,-17.379
0.55808,-0.81677,-0.14639,34.718,-78.564,-18.168
0.5402,-0.80675,-0.23945,34.131,-78.914,-18.445
0.49146,-0.82906,-0.2667,34.55,-78.528,-18.692
-0.8194,-0.57312,0.010394,26.764,-78.617,-18.662
0.7542,0.53391,-0.38225,22.559,-78.388,-18.697
-0.6155,-0.74011,0.2709,16.799,-78.864,-17.533
-0.19014,-0.97893,-0.074461,16.36,-78.56,-17.273
0.032233,-0.98629,0.16181,16.029,-78.496,-17.738
0.60699,-0.76815,-0.20374,15.452,-78.825,-17.699
0.57619,-0.8173,0.0050052,15.226,-78.917,-17.986
-0.3951,0.78297,-0.48047,10.248,-78.854,-17.702
0.53664,-0.76422,-0.35773,33.702,-78.927,-19.106
0.61399,-0.70936,-0.34616,33.129,-79.159,-19.553
0.45732,-0.83322,-0.3108,34.2,-78.473,-19.368
-0.89648,-0.44309,0.00051339,27.087,-79.003,-19.418
0.75517,0.52634,-0.39074,22.685,-78.869,-19.101
0.22095,-0.85532,0.46862,15.448,-79.036,-18.472
0.33392,-0.90853,0.25113,15.674,-78.663,-17.961
-0.60319,0.75895,-0.24527,11.087,-78.532,-17.735
-0.88241,0.38044,0.2768,11.359,-78.144,-19.152
0.54591,-0.74745,-0.37856,33.615,-78.752,-19.52
0.5679,-0.75336,-0.33157,32.866,-78.85,-20.569
0.50385,-0.81356,-0.29026,33.51,-78.568,-20.114
-0.96501,-0.21684,0.14742,27.195,-79.408,-19.885
0.88481,0.29759,-0.35855,22.263,-79.099,-20.137
0.93649,0.30578,-0.17174,22.198,-78.43,-19.685
0.99141,-0.079539,-0.10382,22.111,-78.758,-20.712
-0.92993,-0.070058,0.361,10.529,-78.582,-20.559
0.53099,-0.81951,-0.21554,32.773,-78.707,-21.052
0.4099,-0.90383,-0.12274,33.297,-78.371,-21.33
-0.88923,-0.3941,0.2323,26.9,-78.861,-20.533
-0.82091,-0.25103,0.51293,26.344,-78.831,-21.785
0.84628,-0.50089,0.18143,22.277,-78.448,-21.581
-0.9632,-0.22857,0.14141,10.238,-78.766,-21.557
0.42908,-0.89822,-0.095314,32.674,-78.559,-22.181
0.51495,-0.84556,-0.14094,32.068,-78.848,-22.533
0.30382,-0.95104,0.056663,32.629,-78.564,-23.074
-0.72901,0.08607,0.67907,25.993,-79.333,-22.292
-0.69348,-0.12949,0.70875,25.831,-78.888,-22.453
0.73439,-0.66991,0.10905,21.922,-79.037,-22.41
0.51855,-0.73871,0.4306,22.855,-78.27,-22.526
-0.97223,-0.18313,-0.14567,10.205,-78.547,-22.324
0.32814,-0.94266,0.060901,32.159,-78.758,-23.663
0.20494,-0.9667,0.15324,32.615,-78.622,-23.522
-0.59169,-0.27461,0.75795,25.297,-78.624,-22.837
